image,xmin,ymin,xmax,ymax,label,confidence
img-5315.jpg,917,11,953,51,0,0.324583888
img-0557.jpg,1025,253,1090,353,0,0.438487262
img-0755.jpg,1641,682,1731,827,0,0.470680624
img-8709.jpg,1322,1828,1422,1944,0,0.586011469
img-9617.jpg,1008,1187,1231,1307,0,0.495976776
img-3612.jpg,1416,1614,1504,1780,0,0.353451401
img-0757.jpg,1396,325,1472,463,0,0.55320102
img-8706.jpg,1377,1806,1486,1944,0,0.671875298
img-8458.jpg,1696,1813,1745,1899,0,0.321788013
img-4859.jpg,1324,717,1430,896,0,0.303255349
img-4859.jpg,1294,581,1442,1047,0,0.62851131
img-8725.jpg,1483,1261,1594,1555,0,0.282073557
img-0497.jpg,1640,1370,1707,1453,0,0.371748358
img-0497.jpg,1653,1394,1700,1475,0,0.479036242
img-6000.jpg,1064,895,1148,1156,0,0.338152885
img-7896.jpg,938,720,1371,1703,0,0.454749703
img-7896.jpg,470,850,579,1046,0,0.798502266
img-7915.jpg,1382,857,1486,1224,0,0.415925145
img-1464.jpg,828,459,911,604,0,0.768913031
img-5822.jpg,533,459,570,497,0,0.570640683
img-0546.jpg,974,1028,1038,1143,0,0.47575438
img-1483.jpg,1391,817,1467,957,0,0.791511059
img-1479.jpg,1330,261,1405,341,0,0.354799807
img-8713.jpg,1308,1792,1429,1944,0,0.758081853
img-5310.jpg,559,155,606,202,0,0.471162796
img-8457.jpg,1620,1438,1693,1676,0,0.764242113
img-1769.jpg,1671,1722,1759,1944,0,0.60149014
img-8168.jpg,858,1129,1086,1273,0,0.285495907
img-4504.jpg,1104,1252,1240,1454,0,0.286972731
img-4972.jpg,1540,749,1590,853,0,0.673473537
img-8595-2.jpg,1584,1225,1655,1334,0,0.443893641
img-4835.jpg,1289,502,1387,703,0,0.267007321
img-2907.jpg,1087,855,1161,1005,0,0.78842026
img-8175.jpg,989,784,1258,904,0,0.437002033
img-8175.jpg,1344,1783,1432,1932,0,0.439234495
