image,xmin,ymin,xmax,ymax,label,confidence
IMG_0026BC.JPG,565.7336426,146.1433563232422,720.0012207,430.98663330078125,0,0.7983438968658447
IMG_0068.JPG,863.2900391,127.24337768554688,901.4940185546875,174.72329711914062,0,0.819218099
IMG_0074.JPG,585.5142211914062,652.8470458984375,630.5487670898438,702.7371826171875,0,0.8645058274269104
IMG_0074.JPG,481.1704102,437.9020996,508.9075927734375,455.38702392578125,0,0.6277544498443604
IMG_0181.JPG,526.3431396484375,304.11773681640625,557.9338379,344.66021728515625,0,0.8427301049232483
IMG_0182.JPG,510.3010254,136.13064575195312,544.1204833984375,189.52304077148438,0,0.8400178551673889
IMG_0183.JPG,499.59747314453125,18.938270568847656,529.8156127929688,73.87059783935547,0,0.7811341881752014
IMG_0669.JPG,793.4384155273438,298.44903564453125,815.1876831054688,330.37176513671875,0,0.8102185726165771
IMG_0670.JPG,782.8275146484375,288.43670654296875,804.0218505859375,320.41668701171875,0,0.8405063152313232
IMG_0671.JPG,790.1103516,299.0494384765625,811.2783203,330.10284423828125,0,0.7702576518058777
IMG_0672.JPG,794.9421997070312,305.59967041015625,817.3150024414062,337.55633544921875,0,0.8399143815040588
IMG_0757.JPG,792.3630371,3.047883987426758,836.4509277,37.3918457,0,0.8079602718353271
IMG_0758.JPG,785.2625732421875,95.5427475,830.6384277,126.58694458007812,0,0.8365219831466675
IMG_0759.JPG,776.5321044921875,229.2142333984375,829.6063232421875,259.3660888671875,0,0.8312829732894897
IMG_1185.JPG,720.8335571289062,658.229248,751.3588256835938,689.1894531,0,0.7451492547988892
IMG_1200.JPG,753.1761474609375,623.8995971679688,785.1322021484375,662.8032836914062,0,0.789615273
IMG_1237.JPG,591.7783813476562,525.3015747070312,628.9341430664062,567.9684448242188,0,0.8335993885993958
IMG_1258.JPG,887.5833740234375,296.3377380371094,913.8983154296875,331.2173156738281,0,0.6888794302940369
IMG_1461.jpg,1129.0767822265625,1184.404297,1197.035888671875,1280.0416259765625,0,0.8334637880325317
IMG_1462.jpg,1049.8819580078125,966.3471069335938,1119.579345703125,1072.0369873046875,0,0.814615011
IMG_1463.jpg,930.6131591796875,675.7436523,990.8244018554688,809.3267822265625,0,0.8056249618530273
IMG_1464.jpg,835.4967041015625,449.9546813964844,907.3718262,591.8394165039062,0,0.7926220297813416
IMG_1465.jpg,752.1551513671875,243.39447021484375,837.0274658203125,385.67840576171875,0,0.8145722150802612
IMG_1466.jpg,644.7017211914062,69.36585998535156,729.0657958984375,206.3441619873047,0,0.7948341369628906
IMG_1467.jpg,573.7750244140625,0.42856982350349426,670.5178223,96.78701019,0,0.7758932113647461
IMG_1480.jpg,1381.6292724609375,1484.333251953125,1451.030029296875,1559.7115478515625,0,0.830752432
IMG_1481.jpg,1382.4698486328125,1274.807617,1459.9888916015625,1376.847412109375,0,0.8405390381813049
IMG_1482.jpg,1387.0284423828125,1047.483398,1464.2501220703125,1173.941650390625,0,0.8289417028427124
IMG_1483.jpg,1399.317871,806.6080932617188,1467.0802001953125,955.4181518554688,0,0.7991374135017395
IMG_1484.jpg,1398.606201171875,557.1163940429688,1468.9368896484375,716.8931884765625,0,0.7977147698402405
IMG_1485.jpg,1388.3406982421875,326.7273254394531,1463.6414794921875,495.88787841796875,0,0.8041125535964966
IMG_1486.jpg,1369.6939697265625,133.3847656,1446.3070068359375,300.96331787109375,0,0.8029876351356506
IMG_1487.jpg,1352.708008,2.0689308643341064,1413.977539,81.77268219,0,0.7745908498764038
IMG_1509.JPG,307.0300293,250.7747802734375,334.86529541015625,281.7382813,0,0.8737421631813049
IMG_2561.jpg,1026.3526611328125,1494.815185546875,1107.8616943359375,1612.9676513671875,0,0.8302827477455139
IMG_2562.jpg,1052.387695,1037.648193359375,1161.424805,1185.4578857421875,0,0.8081462979316711
IMG_2563.jpg,1081.1285400390625,591.7235717773438,1175.2530517578125,764.5494995117188,0,0.7961922287940979
IMG_2564.jpg,1042.2276611328125,242.66917419433594,1131.7691650390625,411.5788879394531,0,0.8012138605117798
IMG_2565.jpg,981.6977539,21.291885375976562,1056.214844,165.2277832,0,0.7958986759185791
IMG_2592.jpg,922.3131103515625,722.4528809,1025.508056640625,848.1218262,0,0.8305128216743469
IMG_2592.jpg,966.9577026367188,431.8907775878906,1130.5118408203125,714.2784423828125,0,0.8027022480964661
IMG_2605.jpg,1136.077392578125,455.50030517578125,1315.3590087890625,711.1105957,0,0.8133684396743774
IMG_2605.jpg,1097.7777099609375,705.440918,1188.847656,821.0917358398438,0,0.8032256960868835
IMG_2606.jpg,903.2409057617188,1303.291016,1025.899658203125,1463.4671630859375,0,0.8381695747375488
IMG_2606.jpg,975.2003173828125,1013.4742431640625,1137.639892578125,1296.868164,0,0.7965067625045776
IMG_2682.JPG,800.0692749023438,528.9005126953125,834.4094848632812,566.0885009765625,0,0.7984967827796936
IMG_2682.JPG,760.5095215,531.1130371,784.9335938,557.8823242,0,0.7687029838562012
IMG_2706.JPG,847.7269287109375,417.78228759765625,888.6754150390625,464.66949462890625,0,0.8183265328407288
IMG_2706.JPG,811.1091918945312,420.4577331542969,835.6304321289062,447.6392517089844,0,0.3806672990322113
IMG_2707.jpg,599.9517211914062,933.8239135742188,693.4644775390625,1053.4200439453125,0,0.8316894173622131
IMG_2707_1.JPG,841.2301635742188,468.98052978515625,879.6434936523438,511.13970947265625,0,0.7933940887451172
IMG_2707_1.JPG,803.4725341796875,468.0808105,830.098877,497.62420654296875,0,0.5532170534133911
IMG_2708.jpg,547.9887084960938,1231.283691,646.7102051,1364.4539794921875,0,0.7931244373321533
IMG_2708_1.JPG,824.8102416992188,520.3982543945312,859.6192016601562,557.4428100585938,0,0.823608935
IMG_2708_1.JPG,783.7745361328125,522.7155762,807.8491211,548.9696044921875,0,0.6732773780822754
IMG_2709.JPG,818.2695313,555.0660400390625,850.2004395,582.7855224609375,0,0.7890737056732178
IMG_2709.JPG,775.1055908203125,554.5175781,796.0164794921875,579.0622559,0,0.6768634915351868
IMG_2710.jpg,440.78265380859375,1834.4605712890625,535.3964233398438,1944,0,0.7614158391952515
IMG_3182.JPG,991.3342285,236.75021362304688,1020.249267578125,273.2255554199219,0,0.8373793363571167
IMG_3182.JPG,649.2277832,216.52313232421875,677.5987548828125,257.6927490234375,0,0.8216391801834106
IMG_3338.JPG,866.0750732421875,202.99423217773438,899.3372802734375,247.22604370117188,0,0.7978610396385193
IMG_3556.JPG,520.7155762,586.4293823242188,559.1978759765625,632.3015747070312,0,0.8736448884010315
IMG_3557.JPG,507.8371887207031,525.7946777,546.3669434,567.9010009765625,0,0.8467475175857544
IMG_3557.JPG,328.6116943359375,282.7305908203125,356.0810547,302.9487305,0,0.5283023118972778
